"SampleId","Area","Group","Side","Wing"
"ND-F-D-29A",0.154743337627992,"ND-F","Dorsal","FL"
"ND-F-D-2O",0.195226147691056,"ND-F","Dorsal","FL"
"ND-F-D-30A",0.184037431341968,"ND-F","Dorsal","FL"
"ND-F-D-3Q",0.181867498474266,"ND-F","Dorsal","FL"
"ND-F-D-4P",0.189869125923917,"ND-F","Dorsal","FL"
"ND-F-D-4Q",0.20756764087611,"ND-F","Dorsal","FL"
"ND-F-D-5A",0.144503966908524,"ND-F","Dorsal","FL"
"ND-F-D-5Q",0.185190208177934,"ND-F","Dorsal","FL"
"ND-F-D-6G",0.173730250220384,"ND-F","Dorsal","FL"
"ND-F-D-6M",0.19122533396623,"ND-F","Dorsal","FL"
"ND-F-D-6O",0.20207499830474,"ND-F","Dorsal","FL"
"ND-F-D-7G",0.154065233606835,"ND-F","Dorsal","FL"
"ND-F-D-8G",0.193734318844511,"ND-F","Dorsal","FL"
"ND-F-D-10G",0.123005395476983,"ND-F","Dorsal","HR"
"ND-F-D-12R",0.113821604867409,"ND-F","Dorsal","HR"
"ND-F-D-16O",0.128113879003559,"ND-F","Dorsal","HR"
"ND-F-D-17R",0.118126506715647,"ND-F","Dorsal","HR"
"ND-F-D-1Q",0.122087016416026,"ND-F","Dorsal","HR"
"ND-F-D-20213E",0.126162323499024,"ND-F","Dorsal","HR"
"ND-F-D-20A",0.119733670072322,"ND-F","Dorsal","HR"
"ND-F-D-22J",0.10986109516703,"ND-F","Dorsal","HR"
"ND-F-D-23A",0.130696820112501,"ND-F","Dorsal","HR"
"ND-F-D-28J",0.124440362759729,"ND-F","Dorsal","HR"
"ND-F-D-29A",0.120939042589829,"ND-F","Dorsal","HR"
"ND-F-D-2O",0.109057513488692,"ND-F","Dorsal","HR"
"ND-F-D-30A",0.130696820112501,"ND-F","Dorsal","HR"
"ND-F-D-3Q",0.116461944667662,"ND-F","Dorsal","HR"
"ND-F-D-4P",0.104637814257835,"ND-F","Dorsal","HR"
"ND-F-D-4Q",0.132361382160487,"ND-F","Dorsal","HR"
"ND-F-D-5A",0.130180231890713,"ND-F","Dorsal","HR"
"ND-F-D-5Q",0.132189186086557,"ND-F","Dorsal","HR"
"ND-F-D-6G",0.109401905636551,"ND-F","Dorsal","HR"
"ND-F-D-6M",0.105154402479623,"ND-F","Dorsal","HR"
"ND-F-D-6O",0.113018023189071,"ND-F","Dorsal","HR"
"ND-F-D-7G",0.125186545746757,"ND-F","Dorsal","HR"
"ND-F-D-8G",0.107622546205947,"ND-F","Dorsal","HR"
"ND-F-D-10G",0.130194710839872,"ND-F","Dorsal","HL"
"ND-F-D-12R",0.121418192385934,"ND-F","Dorsal","HL"
"ND-F-D-16O",0.126649229875036,"ND-F","Dorsal","HL"
"ND-F-D-17R",0.113920371984888,"ND-F","Dorsal","HL"
"ND-F-D-1Q",0.116884626562046,"ND-F","Dorsal","HL"
"ND-F-D-20213E",0.12734670154025,"ND-F","Dorsal","HL"
"ND-F-D-20A",0.119965126416739,"ND-F","Dorsal","HL"
"ND-F-D-22J",0.115373437954083,"ND-F","Dorsal","HL"
"ND-F-D-23A",0.13077593722755,"ND-F","Dorsal","HL"
"ND-F-D-28J",0.13263586166812,"ND-F","Dorsal","HL"
"ND-F-D-29A",0.119848881139204,"ND-F","Dorsal","HL"
"ND-F-D-2O",0.119209532112758,"ND-F","Dorsal","HL"
"ND-F-D-30A",0.12972972972973,"ND-F","Dorsal","HL"
"ND-F-D-3Q",0.113920371984888,"ND-F","Dorsal","HL"
"ND-F-D-4P",0.100029061319384,"ND-F","Dorsal","HL"
"ND-F-D-4Q",0.128451031676838,"ND-F","Dorsal","HL"
"ND-F-D-5A",0.130310956117408,"ND-F","Dorsal","HL"
"ND-F-D-5Q",0.139319965126417,"ND-F","Dorsal","HL"
"ND-F-D-6G",0.105725079918628,"ND-F","Dorsal","HL"
"ND-F-D-6M",0.104330136588201,"ND-F","Dorsal","HL"
"ND-F-D-6O",0.105260098808486,"ND-F","Dorsal","HL"
"ND-F-D-7G",0.129845975007265,"ND-F","Dorsal","HL"
"ND-F-D-8G",0.107468759081662,"ND-F","Dorsal","HL"
"ND-F-V-10G",0.127099287921537,"ND-F","Ventral","FR"
"ND-F-V-12R",0.177683729678893,"ND-F","Ventral","FR"
"ND-F-V-16O",0.148931882305522,"ND-F","Ventral","FR"
"ND-F-V-17R",0.145976084911998,"ND-F","Ventral","FR"
"ND-F-V-1Q",0.125621389224775,"ND-F","Ventral","FR"
"ND-F-V-20213E",0.185274754803171,"ND-F","Ventral","FR"
"ND-F-V-20A",0.177213489184469,"ND-F","Ventral","FR"
"ND-F-V-22J",0.201934703748489,"ND-F","Ventral","FR"
"ND-F-V-23A",0.130794034663442,"ND-F","Ventral","FR"
"ND-F-V-28J",0.157060325137713,"ND-F","Ventral","FR"
"ND-F-V-29A",0.125083971516861,"ND-F","Ventral","FR"
"ND-F-V-2O",0.115611984414886,"ND-F","Ventral","FR"
"ND-F-V-30A",0.149402122799946,"ND-F","Ventral","FR"
"ND-F-V-3Q",0.143221819158941,"ND-F","Ventral","FR"
"ND-F-V-4P",0.151014375923687,"ND-F","Ventral","FR"
"ND-F-V-4Q",0.198105602579605,"ND-F","Ventral","FR"
"ND-F-V-5A",0.137377401585382,"ND-F","Ventral","FR"
"ND-F-V-5Q",0.158874109901921,"ND-F","Ventral","FR"
"ND-F-V-6G",0.139392717990058,"ND-F","Ventral","FR"
"ND-F-V-6M",0.166801021093645,"ND-F","Ventral","FR"
"ND-F-V-6O",0.200792691119172,"ND-F","Ventral","FR"
"ND-F-V-7G",0.130390971382507,"ND-F","Ventral","FR"
"ND-F-V-8G",0.184132742173855,"ND-F","Ventral","FR"
"ND-F-V-10G",0.106905130101526,"ND-F","Ventral","FL"
"ND-F-V-12R",0.146372621528945,"ND-F","Ventral","FL"
"ND-F-V-16O",0.124050292476299,"ND-F","Ventral","FL"
"ND-F-V-17R",0.13554763665703,"ND-F","Ventral","FL"
"ND-F-V-1Q",0.101593491561891,"ND-F","Ventral","FL"
"ND-F-V-20213E",0.164795266590466,"ND-F","Ventral","FL"
"ND-F-V-20A",0.142741881261346,"ND-F","Ventral","FL"
"ND-F-V-22J",0.177502857527062,"ND-F","Ventral","FL"
"ND-F-V-23A",0.112620184226451,"ND-F","Ventral","FL"
"ND-F-V-28J",0.147851812008337,"ND-F","Ventral","FL"
"ND-F-V-29A",0.121293619310159,"ND-F","Ventral","FL"
"ND-F-V-2O",0.0956767296443219,"ND-F","Ventral","FL"
"ND-F-V-30A",0.13326161500706,"ND-F","Ventral","FL"
"ND-F-V-3Q",0.12270557385867,"ND-F","Ventral","FL"
"ND-F-V-4P",0.123781348752773,"ND-F","Ventral","FL"
"ND-F-V-4Q",0.173334229812412,"ND-F","Ventral","FL"
"ND-F-V-5A",0.116990519733746,"ND-F","Ventral","FL"
"ND-F-V-5Q",0.13003429032475,"ND-F","Ventral","FL"
"ND-F-V-6G",0.108048140926511,"ND-F","Ventral","FL"
"ND-F-V-6M",0.137631950514355,"ND-F","Ventral","FL"
"ND-F-V-6O",0.171922275263901,"ND-F","Ventral","FL"
"ND-F-V-7G",0.108249848719156,"ND-F","Ventral","FL"
"ND-F-V-8G",0.159954279567001,"ND-F","Ventral","FL"
"ND-F-V-10G",0.116622902157781,"ND-F","Ventral","HR"
"ND-F-V-12R",0.0943600867678959,"ND-F","Ventral","HR"
"ND-F-V-16O",0.131236442516269,"ND-F","Ventral","HR"
"ND-F-V-17R",0.113254937778285,"ND-F","Ventral","HR"
"ND-F-V-1Q",0.12569928073981,"ND-F","Ventral","HR"
"ND-F-V-20213E",0.127468889142596,"ND-F","Ventral","HR"
"ND-F-V-20A",0.114682041328919,"ND-F","Ventral","HR"
"ND-F-V-22J",0.111827834227652,"ND-F","Ventral","HR"
"ND-F-V-23A",0.10669026144537,"ND-F","Ventral","HR"
"ND-F-V-28J",0.117821669140313,"ND-F","Ventral","HR"
"ND-F-V-29A",0.10828861742208,"ND-F","Ventral","HR"
"ND-F-V-2O",0.0882520835711839,"ND-F","Ventral","HR"
"ND-F-V-30A",0.10669026144537,"ND-F","Ventral","HR"
"ND-F-V-3Q",0.0971001255851125,"ND-F","Ventral","HR"
"ND-F-V-4P",0.101723941089165,"ND-F","Ventral","HR"
"ND-F-V-4Q",0.116337481447654,"ND-F","Ventral","HR"
"ND-F-V-5A",0.111142824523347,"ND-F","Ventral","HR"
"ND-F-V-5Q",0.117422080146135,"ND-F","Ventral","HR"
"ND-F-V-6G",0.0969859573010618,"ND-F","Ventral","HR"
"ND-F-V-6M",0.116622902157781,"ND-F","Ventral","HR"
"ND-F-V-6O",0.102066445941318,"ND-F","Ventral","HR"
"ND-F-V-7G",0.110800319671195,"ND-F","Ventral","HR"
"ND-F-V-8G",0.100582258248659,"ND-F","Ventral","HR"
"ND-F-V-10G",0.124388700304931,"ND-F","Ventral","HL"
"ND-F-V-12R",0.0984408261895173,"ND-F","Ventral","HL"
"ND-F-V-16O",0.130429779644439,"ND-F","Ventral","HL"
"ND-F-V-17R",0.107588746332202,"ND-F","Ventral","HL"
"ND-F-V-1Q",0.123870893504401,"ND-F","Ventral","HL"
"ND-F-V-20213E",0.130027041021805,"ND-F","Ventral","HL"
"ND-F-V-20A",0.119210632299638,"ND-F","Ventral","HL"
"ND-F-V-22J",0.106840803175882,"ND-F","Ventral","HL"
"ND-F-V-23A",0.112306541625913,"ND-F","Ventral","HL"
"ND-F-V-28J",0.119268166388585,"ND-F","Ventral","HL"
"ND-F-V-29A",0.116506530119096,"ND-F","Ventral","HL"
"ND-F-V-2O",0.107358609976411,"ND-F","Ventral","HL"
"ND-F-V-30A",0.110753121224325,"ND-F","Ventral","HL"
"ND-F-V-3Q",0.100051780680053,"ND-F","Ventral","HL"
"ND-F-V-4P",0.0912490650710546,"ND-F","Ventral","HL"
"ND-F-V-4Q",0.123238018525977,"ND-F","Ventral","HL"
"ND-F-V-5A",0.112939416604338,"ND-F","Ventral","HL"
"ND-F-V-5Q",0.12214487083597,"ND-F","Ventral","HL"
"ND-F-V-6G",0.0974627466774064,"ND-F","Ventral","HL"
"ND-F-V-6M",0.117714745986997,"ND-F","Ventral","HL"
"ND-F-V-6O",0.0989586329900466,"ND-F","Ventral","HL"
"ND-F-V-7G",0.116794200563834,"ND-F","Ventral","HL"
"ND-F-V-8G",0.107070939531673,"ND-F","Ventral","HL"
"ND-M-D-10K",0.234770514603616,"ND-M","Dorsal","FR"
"ND-M-D-12N",0.218358831710709,"ND-M","Dorsal","FR"
"ND-M-D-14K",0.20452016689847,"ND-M","Dorsal","FR"
"ND-M-D-16F",0.176356050069541,"ND-M","Dorsal","FR"
"ND-M-D-17O",0.200625869262865,"ND-M","Dorsal","FR"
"ND-M-D-19J",0.198261474269819,"ND-M","Dorsal","FR"
"ND-M-D-19P",0.209388038942976,"ND-M","Dorsal","FR"
"ND-M-D-1A",0.199860917941586,"ND-M","Dorsal","FR"
"ND-M-D-1J",0.176147426981919,"ND-M","Dorsal","FR"
"ND-M-D-1P",0.194575799721836,"ND-M","Dorsal","FR"
"ND-M-D-20211F",0.199721835883171,"ND-M","Dorsal","FR"
"ND-M-D-23J",0.228511821974965,"ND-M","Dorsal","FR"
"ND-M-D-26J",0.224339360222531,"ND-M","Dorsal","FR"
"ND-M-D-2A",0.214534075104312,"ND-M","Dorsal","FR"
"ND-M-D-4G",0.204172461752434,"ND-M","Dorsal","FR"
"ND-M-D-5V",0.198331015299026,"ND-M","Dorsal","FR"
"ND-M-D-6T",0.228025034770515,"ND-M","Dorsal","FR"
"ND-M-D-8O",0.250208623087622,"ND-M","Dorsal","FR"
"ND-M-D-9O",0.202155771905424,"ND-M","Dorsal","FR"
"ND-M-D-10K",0.250288194208992,"ND-M","Dorsal","FL"
"ND-M-D-12N",0.210415677764969,"ND-M","Dorsal","FL"
"ND-M-D-14K",0.19468366447413,"ND-M","Dorsal","FL"
"ND-M-D-16F",0.171356886146335,"ND-M","Dorsal","FL"
"ND-M-D-17O",0.198820099003187,"ND-M","Dorsal","FL"
"ND-M-D-19J",0.191089713161999,"ND-M","Dorsal","FL"
"ND-M-D-19P",0.210212246558622,"ND-M","Dorsal","FL"
"ND-M-D-1A",0.185122397775819,"ND-M","Dorsal","FL"
"ND-M-D-1J",0.174476164643656,"ND-M","Dorsal","FL"
"ND-M-D-1P",0.206211432833797,"ND-M","Dorsal","FL"
"ND-M-D-20211F",0.194208991659321,"ND-M","Dorsal","FL"
"ND-M-D-23J",0.234217128907574,"ND-M","Dorsal","FL"
"ND-M-D-26J",0.223638706177528,"ND-M","Dorsal","FL"
"ND-M-D-2A",0.209262900929003,"ND-M","Dorsal","FL"
"ND-M-D-4G",0.196921407743948,"ND-M","Dorsal","FL"
"ND-M-D-5V",0.19468366447413,"ND-M","Dorsal","FL"
"ND-M-D-6T",0.23726859700278,"ND-M","Dorsal","FL"
"ND-M-D-8O",0.244931172441853,"ND-M","Dorsal","FL"
"ND-M-D-9O",0.203092154336475,"ND-M","Dorsal","FL"
"ND-M-D-10K",0.146079669383538,"ND-M","Dorsal","HR"
"ND-M-D-12N",0.140282401561244,"ND-M","Dorsal","HR"
"ND-M-D-14K",0.132074388703938,"ND-M","Dorsal","HR"
"ND-M-D-16F",0.120250258294111,"ND-M","Dorsal","HR"
"ND-M-D-17O",0.123005395476983,"ND-M","Dorsal","HR"
"ND-M-D-19J",0.125530937894616,"ND-M","Dorsal","HR"
"ND-M-D-19P",0.138617839513259,"ND-M","Dorsal","HR"
"ND-M-D-1A",0.128515669842728,"ND-M","Dorsal","HR"
"ND-M-D-1J",0.140110205487315,"ND-M","Dorsal","HR"
"ND-M-D-1P",0.144300309952933,"ND-M","Dorsal","HR"
"ND-M-D-20211F",0.149982780392607,"ND-M","Dorsal","HR"
"ND-M-D-23J",0.135460911491218,"ND-M","Dorsal","HR"
"ND-M-D-26J",0.146194466766158,"ND-M","Dorsal","HR"
"ND-M-D-2A",0.120135460911491,"ND-M","Dorsal","HR"
"ND-M-D-4G",0.125071748364137,"ND-M","Dorsal","HR"
"ND-M-D-5V",0.131787395247388,"ND-M","Dorsal","HR"
"ND-M-D-6T",0.129204454138446,"ND-M","Dorsal","HR"
"ND-M-D-8O",0.143094937435426,"ND-M","Dorsal","HR"
"ND-M-D-9O",0.136666284008725,"ND-M","Dorsal","HR"
"ND-M-D-10K",0.14582970066841,"ND-M","Dorsal","HL"
"ND-M-D-12N",0.131531531531532,"ND-M","Dorsal","HL"
"ND-M-D-14K",0.130834059866318,"ND-M","Dorsal","HL"
"ND-M-D-16F",0.126416739319965,"ND-M","Dorsal","HL"
"ND-M-D-17O",0.119267654751526,"ND-M","Dorsal","HL"
"ND-M-D-19J",0.126997965707643,"ND-M","Dorsal","HL"
"ND-M-D-19P",0.141238012205754,"ND-M","Dorsal","HL"
"ND-M-D-1A",0.134263295553618,"ND-M","Dorsal","HL"
"ND-M-D-1J",0.13129904097646,"ND-M","Dorsal","HL"
"ND-M-D-1P",0.131240918337693,"ND-M","Dorsal","HL"
"ND-M-D-20211F",0.150712002324906,"ND-M","Dorsal","HL"
"ND-M-D-23J",0.139319965126417,"ND-M","Dorsal","HL"
"ND-M-D-26J",0.143795408311537,"ND-M","Dorsal","HL"
"ND-M-D-2A",0.120430107526882,"ND-M","Dorsal","HL"
"ND-M-D-4G",0.121476315024702,"ND-M","Dorsal","HL"
"ND-M-D-5V",0.125951758209823,"ND-M","Dorsal","HL"
"ND-M-D-6T",0.120953211275792,"ND-M","Dorsal","HL"
"ND-M-D-8O",0.134612031386225,"ND-M","Dorsal","HL"
"ND-M-D-9O",0.141412380122058,"ND-M","Dorsal","HL"
"ND-M-V-10K",0.212414349052801,"ND-M","Ventral","FR"
"ND-M-V-12N",0.189574096466479,"ND-M","Ventral","FR"
"ND-M-V-14K",0.178288324600296,"ND-M","Ventral","FR"
"ND-M-V-16F",0.128375654977832,"ND-M","Ventral","FR"
"ND-M-V-17O",0.156791616283757,"ND-M","Ventral","FR"
"ND-M-V-19J",0.189775628106946,"ND-M","Ventral","FR"
"ND-M-V-19P",0.191387881230687,"ND-M","Ventral","FR"
"ND-M-V-1A",0.169958350127637,"ND-M","Ventral","FR"
"ND-M-V-1J",0.111782883246003,"ND-M","Ventral","FR"
"ND-M-V-1P",0.178691387881231,"ND-M","Ventral","FR"
"ND-M-V-20211F",0.169891172914148,"ND-M","Ventral","FR"
"ND-M-V-23J",0.207846298535537,"ND-M","Ventral","FR"
"ND-M-V-26J",0.207241703614134,"ND-M","Ventral","FR"
"ND-M-V-2A",0.196090286174929,"ND-M","Ventral","FR"
"ND-M-V-4G",0.179027273948677,"ND-M","Ventral","FR"
"ND-M-V-5V",0.157799274486094,"ND-M","Ventral","FR"
"ND-M-V-6T",0.187424425634825,"ND-M","Ventral","FR"
"ND-M-V-8O",0.20018809619777,"ND-M","Ventral","FR"
"ND-M-V-9O",0.162501679430337,"ND-M","Ventral","FR"
"ND-M-V-10K",0.180931890002017,"ND-M","Ventral","FL"
"ND-M-V-12N",0.158676796880253,"ND-M","Ventral","FL"
"ND-M-V-14K",0.144557251395146,"ND-M","Ventral","FL"
"ND-M-V-16F",0.115175149599946,"ND-M","Ventral","FL"
"ND-M-V-17O",0.13648893968937,"ND-M","Ventral","FL"
"ND-M-V-19J",0.159685335843475,"ND-M","Ventral","FL"
"ND-M-V-19P",0.164122907281651,"ND-M","Ventral","FL"
"ND-M-V-1A",0.134270153970282,"ND-M","Ventral","FL"
"ND-M-V-1J",0.0999798292207356,"ND-M","Ventral","FL"
"ND-M-V-1P",0.150137833658307,"ND-M","Ventral","FL"
"ND-M-V-20211F",0.137564714583473,"ND-M","Ventral","FL"
"ND-M-V-23J",0.168426006858065,"ND-M","Ventral","FL"
"ND-M-V-26J",0.174947892153567,"ND-M","Ventral","FL"
"ND-M-V-2A",0.169837961406576,"ND-M","Ventral","FL"
"ND-M-V-4G",0.142203993814294,"ND-M","Ventral","FL"
"ND-M-V-5V",0.134808041417333,"ND-M","Ventral","FL"
"ND-M-V-6T",0.174880656222685,"ND-M","Ventral","FL"
"ND-M-V-8O",0.176897734149129,"ND-M","Ventral","FL"
"ND-M-V-9O",0.152760034962684,"ND-M","Ventral","FL"
"ND-M-V-10K",0.111542413517525,"ND-M","Ventral","HR"
"ND-M-V-12N",0.108402785706131,"ND-M","Ventral","HR"
"ND-M-V-14K",0.119990866537276,"ND-M","Ventral","HR"
"ND-M-V-16F",0.115538303459299,"ND-M","Ventral","HR"
"ND-M-V-17O",0.0986984815618221,"ND-M","Ventral","HR"
"ND-M-V-19J",0.114853293754995,"ND-M","Ventral","HR"
"ND-M-V-19P",0.108231533280055,"ND-M","Ventral","HR"
"ND-M-V-1A",0.107546523575751,"ND-M","Ventral","HR"
"ND-M-V-1J",0.108003196711953,"ND-M","Ventral","HR"
"ND-M-V-1P",0.110172394108917,"ND-M","Ventral","HR"
"ND-M-V-20211F",0.126669711154241,"ND-M","Ventral","HR"
"ND-M-V-23J",0.129409749971458,"ND-M","Ventral","HR"
"ND-M-V-26J",0.1198196141112,"ND-M","Ventral","HR"
"ND-M-V-2A",0.0931042356433383,"ND-M","Ventral","HR"
"ND-M-V-4G",0.108402785706131,"ND-M","Ventral","HR"
"ND-M-V-5V",0.102180614225368,"ND-M","Ventral","HR"
"ND-M-V-6T",0.110857403813221,"ND-M","Ventral","HR"
"ND-M-V-8O",0.098013471857518,"ND-M","Ventral","HR"
"ND-M-V-9O",0.111428245233474,"ND-M","Ventral","HR"
"ND-M-V-10K",0.110580518957482,"ND-M","Ventral","HL"
"ND-M-V-12N",0.108221621310627,"ND-M","Ventral","HL"
"ND-M-V-14K",0.11414763247224,"ND-M","Ventral","HL"
"ND-M-V-16F",0.106898337264829,"ND-M","Ventral","HL"
"ND-M-V-17O",0.103043553305333,"ND-M","Ventral","HL"
"ND-M-V-19J",0.120303779989644,"ND-M","Ventral","HL"
"ND-M-V-19P",0.0986709625453081,"ND-M","Ventral","HL"
"ND-M-V-1A",0.107301075887463,"ND-M","Ventral","HL"
"ND-M-V-1J",0.110062712156953,"ND-M","Ventral","HL"
"ND-M-V-1P",0.118002416431736,"ND-M","Ventral","HL"
"ND-M-V-20211F",0.114377768828031,"ND-M","Ventral","HL"
"ND-M-V-23J",0.121511995857546,"ND-M","Ventral","HL"
"ND-M-V-26J",0.121857200391232,"ND-M","Ventral","HL"
"ND-M-V-2A",0.0893504401357804,"ND-M","Ventral","HL"
"ND-M-V-4G",0.107818882687993,"ND-M","Ventral","HL"
"ND-M-V-5V",0.0988435648121512,"ND-M","Ventral","HL"
"ND-M-V-6T",0.10989010989011,"ND-M","Ventral","HL"
"ND-M-V-8O",0.111616132558541,"ND-M","Ventral","HL"
"ND-M-V-9O",0.110983257580116,"ND-M","Ventral","HL"
