"Var1","Var2","value","pair","comparison","wing","side"
"KO-F-D-7A","KO-F-D-2N",0.0428444444444444,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7J","KO-F-D-2N",0.0365222222222222,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7R","KO-F-D-2N",0.0368666666666667,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-8N","KO-F-D-2N",0.0289666666666667,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9N","KO-F-D-2N",0.0408777777777778,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9P","KO-F-D-2N",0.035,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-4H","KO-F-D-31J",0.0262444444444444,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-4J","KO-F-D-31J",0.0252222222222222,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-6C","KO-F-D-31J",0.0399555555555556,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-6N","KO-F-D-31J",0.0287222222222222,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7A","KO-F-D-31J",0.0438555555555556,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7J","KO-F-D-31J",0.0404444444444444,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7R","KO-F-D-31J",0.0378555555555556,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-8N","KO-F-D-31J",0.0218666666666667,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9N","KO-F-D-31J",0.0376888888888889,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9P","KO-F-D-31J",0.0303666666666667,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-4J","KO-F-D-4H",0.0186444444444444,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-6C","KO-F-D-4H",0.0376888888888889,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-6N","KO-F-D-4H",0.0364111111111111,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7A","KO-F-D-4H",0.0349888888888889,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7J","KO-F-D-4H",0.0387555555555556,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7R","KO-F-D-4H",0.0445888888888889,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-8N","KO-F-D-4H",0.0236666666666667,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9N","KO-F-D-4H",0.0404222222222222,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9P","KO-F-D-4H",0.0393222222222222,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-6C","KO-F-D-4J",0.0391555555555556,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-6N","KO-F-D-4J",0.0329444444444444,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7A","KO-F-D-4J",0.0352333333333333,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7J","KO-F-D-4J",0.0396666666666667,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7R","KO-F-D-4J",0.0484333333333333,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-8N","KO-F-D-4J",0.0260666666666667,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9N","KO-F-D-4J",0.0385333333333333,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9P","KO-F-D-4J",0.0440111111111111,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-6N","KO-F-D-6C",0.0213,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7A","KO-F-D-6C",0.0577666666666667,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7J","KO-F-D-6C",0.0710666666666667,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7R","KO-F-D-6C",0.0683888888888889,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-8N","KO-F-D-6C",0.0479333333333333,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9N","KO-F-D-6C",0.0557777777777778,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9P","KO-F-D-6C",0.0586555555555556,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7A","KO-F-D-6N",0.0546444444444444,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7J","KO-F-D-6N",0.0593888888888889,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7R","KO-F-D-6N",0.0600888888888889,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-8N","KO-F-D-6N",0.0423444444444444,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9N","KO-F-D-6N",0.0475444444444444,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9P","KO-F-D-6N",0.0521111111111111,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7J","KO-F-D-7A",0.0326777777777778,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7R","KO-F-D-7A",0.0566666666666667,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-8N","KO-F-D-7A",0.0402555555555556,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9N","KO-F-D-7A",0.0384111111111111,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9P","KO-F-D-7A",0.0609111111111111,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-7R","KO-F-D-7J",0.0499,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-8N","KO-F-D-7J",0.0369777777777778,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9N","KO-F-D-7J",0.0404222222222222,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9P","KO-F-D-7J",0.0546111111111111,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-8N","KO-F-D-7R",0.0354555555555556,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9N","KO-F-D-7R",0.0597,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9P","KO-F-D-7R",0.0258222222222222,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9N","KO-F-D-8N",0.0428666666666667,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9P","KO-F-D-8N",0.0331444444444444,"female mKO","(within)","Right forewing","Dorsal"
"KO-F-D-9P","KO-F-D-9N",0.0574111111111111,"female mKO","(within)","Right forewing","Dorsal"
"KO-M-D-11A","KO-M-D-10M",0.0281444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-13F","KO-M-D-10M",0.0297444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-13K","KO-M-D-10M",0.0471111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-16J","KO-M-D-10M",0.0391222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-18N","KO-M-D-10M",0.0214555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-20219F","KO-M-D-10M",0.0330333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-21P","KO-M-D-10M",0.0257888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2H","KO-M-D-10M",0.0197666666666667,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2V","KO-M-D-10M",0.0375555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-3A","KO-M-D-10M",0.0229333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-4A","KO-M-D-10M",0.0297555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5H","KO-M-D-10M",0.0611222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5M","KO-M-D-10M",0.0447777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6H","KO-M-D-10M",0.0248666666666667,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6Q","KO-M-D-10M",0.0205666666666667,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-7H","KO-M-D-10M",0.0432555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8J","KO-M-D-10M",0.0218555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8P","KO-M-D-10M",0.0263,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8R","KO-M-D-10M",0.0248,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-13F","KO-M-D-11A",0.0332,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-13K","KO-M-D-11A",0.0452333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-16J","KO-M-D-11A",0.0406444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-18N","KO-M-D-11A",0.0224666666666667,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-20219F","KO-M-D-11A",0.0284,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-21P","KO-M-D-11A",0.03,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2H","KO-M-D-11A",0.0209111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2V","KO-M-D-11A",0.0361,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-3A","KO-M-D-11A",0.0214555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-4A","KO-M-D-11A",0.0277888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5H","KO-M-D-11A",0.0636444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5M","KO-M-D-11A",0.0464555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6H","KO-M-D-11A",0.0223888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6Q","KO-M-D-11A",0.0205111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-7H","KO-M-D-11A",0.0446888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8J","KO-M-D-11A",0.0277777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8P","KO-M-D-11A",0.0241555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8R","KO-M-D-11A",0.0207444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-13K","KO-M-D-13F",0.0386555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-16J","KO-M-D-13F",0.0348888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-18N","KO-M-D-13F",0.0300888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-20219F","KO-M-D-13F",0.0357777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-21P","KO-M-D-13F",0.0209333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2H","KO-M-D-13F",0.0357555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2V","KO-M-D-13F",0.0295222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-3A","KO-M-D-13F",0.0248111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-4A","KO-M-D-13F",0.0347,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5H","KO-M-D-13F",0.0816888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5M","KO-M-D-13F",0.0289222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6H","KO-M-D-13F",0.0286333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6Q","KO-M-D-13F",0.0353111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-7H","KO-M-D-13F",0.0620222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8J","KO-M-D-13F",0.0256444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8P","KO-M-D-13F",0.0283111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8R","KO-M-D-13F",0.0343888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-16J","KO-M-D-13K",0.0355888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-18N","KO-M-D-13K",0.0502111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-20219F","KO-M-D-13K",0.0531444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-21P","KO-M-D-13K",0.0354111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2H","KO-M-D-13K",0.0512111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2V","KO-M-D-13K",0.0403333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-3A","KO-M-D-13K",0.0351555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-4A","KO-M-D-13K",0.0548444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5H","KO-M-D-13K",0.0942333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5M","KO-M-D-13K",0.0319111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6H","KO-M-D-13K",0.0414,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6Q","KO-M-D-13K",0.0492777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-7H","KO-M-D-13K",0.0723,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8J","KO-M-D-13K",0.0473,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8P","KO-M-D-13K",0.0505888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8R","KO-M-D-13K",0.0517555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-18N","KO-M-D-16J",0.0479333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-20219F","KO-M-D-16J",0.0623333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-21P","KO-M-D-16J",0.0405777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2H","KO-M-D-16J",0.0408888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2V","KO-M-D-16J",0.0507,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-3A","KO-M-D-16J",0.0349444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-4A","KO-M-D-16J",0.0625666666666667,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5H","KO-M-D-16J",0.0617777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5M","KO-M-D-16J",0.0446777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6H","KO-M-D-16J",0.0444111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6Q","KO-M-D-16J",0.0433111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-7H","KO-M-D-16J",0.0423555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8J","KO-M-D-16J",0.0444222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8P","KO-M-D-16J",0.0522888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8R","KO-M-D-16J",0.0459,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-20219F","KO-M-D-18N",0.0249111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-21P","KO-M-D-18N",0.0248222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2H","KO-M-D-18N",0.0192666666666667,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2V","KO-M-D-18N",0.0352777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-3A","KO-M-D-18N",0.0250777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-4A","KO-M-D-18N",0.0245222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5H","KO-M-D-18N",0.0610888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5M","KO-M-D-18N",0.0482555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6H","KO-M-D-18N",0.0232777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6Q","KO-M-D-18N",0.0196222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-7H","KO-M-D-18N",0.0455111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8J","KO-M-D-18N",0.0196444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8P","KO-M-D-18N",0.0211777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8R","KO-M-D-18N",0.0193888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-21P","KO-M-D-20219F",0.0320222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2H","KO-M-D-20219F",0.0329333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2V","KO-M-D-20219F",0.0320333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-3A","KO-M-D-20219F",0.0340777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-4A","KO-M-D-20219F",0.0188333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5H","KO-M-D-20219F",0.0745333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5M","KO-M-D-20219F",0.0507222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6H","KO-M-D-20219F",0.0269222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6Q","KO-M-D-20219F",0.0291555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-7H","KO-M-D-20219F",0.0576888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8J","KO-M-D-20219F",0.0298666666666667,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8P","KO-M-D-20219F",0.0190888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8R","KO-M-D-20219F",0.0280333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2H","KO-M-D-21P",0.0325333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2V","KO-M-D-21P",0.0294555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-3A","KO-M-D-21P",0.0209222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-4A","KO-M-D-21P",0.0305888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5H","KO-M-D-21P",0.0796222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5M","KO-M-D-21P",0.0347444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6H","KO-M-D-21P",0.0226333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6Q","KO-M-D-21P",0.0300222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-7H","KO-M-D-21P",0.0594222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8J","KO-M-D-21P",0.0226222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8P","KO-M-D-21P",0.0248666666666667,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8R","KO-M-D-21P",0.0299666666666667,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-2V","KO-M-D-2H",0.0430777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-3A","KO-M-D-2H",0.0247,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-4A","KO-M-D-2H",0.0331444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5H","KO-M-D-2H",0.0510222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5M","KO-M-D-2H",0.0532555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6H","KO-M-D-2H",0.0260777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6Q","KO-M-D-2H",0.0145777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-7H","KO-M-D-2H",0.0367111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8J","KO-M-D-2H",0.0244666666666667,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8P","KO-M-D-2H",0.0258222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8R","KO-M-D-2H",0.0172333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-3A","KO-M-D-2V",0.0372444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-4A","KO-M-D-2V",0.0324888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5H","KO-M-D-2V",0.0925,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5M","KO-M-D-2V",0.0376,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6H","KO-M-D-2V",0.0243555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6Q","KO-M-D-2V",0.0406111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-7H","KO-M-D-2V",0.0693222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8J","KO-M-D-2V",0.0337222222222222,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8P","KO-M-D-2V",0.0346111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8R","KO-M-D-2V",0.0407555555555556,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-4A","KO-M-D-3A",0.0314,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5H","KO-M-D-3A",0.0703666666666667,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5M","KO-M-D-3A",0.0408888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6H","KO-M-D-3A",0.0238444444444444,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6Q","KO-M-D-3A",0.0224333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-7H","KO-M-D-3A",0.0477888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8J","KO-M-D-3A",0.0240333333333333,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8P","KO-M-D-3A",0.0237888888888889,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8R","KO-M-D-3A",0.0254,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5H","KO-M-D-4A",0.0788777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-5M","KO-M-D-4A",0.0467777777777778,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6H","KO-M-D-4A",0.0253111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-6Q","KO-M-D-4A",0.0302111111111111,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-7H","KO-M-D-4A",0.0605,"male mKO","(within)","Right forewing","Dorsal"
"KO-M-D-8J","KO-M-D-4A",0.0316333333333333,"male mKO","(within)","Right forewing","Dorsal"
